key_word,id,tweet,user_id,user_name,date,like,retweet,verified,location,friends,followers
,745767823159365632,@alosianv @NetflixLAT jejejeje y sera mala,4208183172,OctavioAguayo1,2016-06-22 23:57:59+00:00,0,0,False,CDMX ,1151,397
,745767581210972160,Se viene la nueva temporada de #orangeisthenewblack 😳😂 #netflix https://t.co/lbxyPaH6a6,607991137,alosianv,2016-06-22 23:57:01+00:00,35,4,True,,111,35654
,745766576025022464,Papás de menor arrastrado por caimán en Disney rompen el silencio https://t.co/0dOhGv5Nqw #NetNoticiasMx https://t.co/GWrrfjcdEB,63848991,netnoticiasmx,2016-06-22 23:53:02+00:00,0,0,False,Cd. Juarez / Chih,2561,7790
,745763999350816768,"@Augustososa @huerta_cesar @Wero_Lui @Chivas mercado de servicios de streaming en México: Netflix $100/mes, Spotify $100/mes, HBO $139/mes",117858195,gcmmemo,2016-06-22 23:42:47+00:00,0,0,False,"Distrito Federal, México",2245,776
,745763219541680128,@ZaybetHipston Además hablan bien rápido jajajaja. ¡Ya pronto estará completa en Netflix! :D,38045797,soy_sputnik,2016-06-22 23:39:41+00:00,0,0,False,Monterrey / Ciudad de México,944,33881
,745761251687542785,"Entrar a netflix es como cuando tienes un chorro de hambre, vas al refri, está lleno y nada se te antoja.",3145729018,azphirin,2016-06-22 23:31:52+00:00,6,0,False,"Buenos Aires, Argentina",246,639
,745756550816378881,un amigo q sea bien chilo y que me pase su cuenta de netflix? 😝,723052416065622017,EmmanuelEsquerL,2016-06-22 23:13:11+00:00,0,0,False,México,141,98
,745755995406667776,"No te pierdas ""The Following"" en Netflix
https://t.co/OsWEON6LTw @MarianaVeSa  hermosa te va a encantar ...súper recomendada",144181441,RANAKILLER69,2016-06-22 23:10:59+00:00,0,0,False,puebla,322,177
,745755763063164928,"No te pierdas ""Sense8"" en Netflix
https://t.co/Q0cARxVMlH @MarianaVeSa  te la súper recomiendo",144181441,RANAKILLER69,2016-06-22 23:10:04+00:00,0,0,False,puebla,322,177
,745750876002754560,@CincoRadio @AzaelSG a mi me gustan los hikuras quiero participar por el maraton netflix https://t.co/0X1KMhr7qJ,156679524,ALPONCHINO,2016-06-22 22:50:38+00:00,2,0,False,"guadalajara jalisco, mexico ",1160,973
,745746427263885315,Para cuando suben la temporada 6 de pll? @Netflix,171264302,friddagzz,2016-06-22 22:32:58+00:00,1,0,False,,368,1010
,745745825314156544,"Todo se trata de creer, y no rendirse ,hasta hacer realidad tus deseo.
Walt Disney . https://t.co/tbTN5qaeDa",97761549,kartuzita,2016-06-22 22:30:34+00:00,1,0,False,,161,340
,745741186082701312,La historia de amor de Mia y Miguel es como una de Disney 💖💖 #AnahiTrendy #KCAMexico https://t.co/YKb6tdrphJ,3034251717,dul_any_rbd,2016-06-22 22:12:08+00:00,1,1,False,España,392,1508
